(Ein Angebot) annehmen	to accept (an offer)	accepter	qubūl	قبول	Aceptar (una oferta)	(bir teklifi) kabul etmek		 قبول (یک پیشنهاد)		(een aanbod) aanvaarden	(কোন) প্রস্তাব গ্রহণ করা। 	قبول کرنے	të pranosh (një ofertë)	prihvatiti (ponudu)	прихватити (понуду)	прихватить (предложение)	accettare (un'offerta)	a accepta (o ofertă)				acceptera (ett erbjudande)	D: Acceptere (et tilbud)	hyväksyä (tarjous)			prijať (ponuku)	egy ajánlatot elfogad	aceitar (uma oferta/proposta)	apodochi (prosforas)	αποδοχή (προσφοράς)		přijmout (nabídku)		przyjąć (ofertę)	sprejeti ponudbo	tanggap			прифаќање на понуда	
Aufnehmen	accommodate someone	accueillir	istiDafa / istiqbāl	استضافة / استقبال	Acoger a alguien	barındırma		اسکان دادن به کسی		Iemand huisvesten	কাউকে জায়গা দেয়া। 		të strehosh dikë	primiti/ugostiti nekoga	прихватити/угостити	принимать	venire incontro a qualcuno	a găzdui pe cineva?				tillmötesgå någon (adjust to) / härbärgera någon (offer housing to someone)	D: 	majoittaa			ubytovať (niekoho)	elszállásol valakit	acolher	filokseno kapoion	φιλοξενώ κάποιον		ubytovat (někoho)		zakwaterować	sprejeti	pagtanggap sa isang tao			прифаќање на некој	
in Anspruch nehmen	to call on something / make use of something	recourir à	istid‘ā’ / istinād ila	استدعاء / استناد إلى	Acogerse a	kullanma		بهره بردن از چیزی / استفاده کردن از چیزی		in aanspraak nemen	কোন কিছু গ্রহণ করা। 		t'i drejtohesh diçkaje/të përdorësh diçka 	iskoristiti/potraživati nešto		право доступа (к чему-л)	chiedere / convocare / fare riferimento a	?				nyttja något	D: Benytte sig af noget	käyttää [hyväkseen, hyödykseen]			odvolávať sa na niečo	igénybe vesz	recorrer a 	analamvano kati/ xrhsimopio kati	αναλαμβάνω κάτι/ χρησιμοποιώ κάτι		v souladu / na základě		powołać sie na/ w oparciu o	terjati	pagtawag / paggamit			да се искористи / бара нешто	
dauerhafte Betreuung	permanent assistance	l'assistance permanente	kafala / musā‘ada dā’ima	 كفالة / مساعدة دائمة	Asistencia permanente	devamlı yardım		کمک های دائمی		Langdurige begeleiding	চিরস্থায়ী সহায়তা		përkujdesje e përhershme	stalna skrb		постоянная поддежка	(gruppo/missione) permanente di assistenza	asistență permanentă				permanent / varaktig / bestående assistans	D: Permanent hjælp				trvalá pomoc	tartós ellátás	família de acolhimento	monimi voithia	μόνιμη βοήθεια		adoptivní rodina		rodzina adopcyjna 	stalna pomoč/podpora	permanenteng pagtulong			постојана грижа	
In Begleitung von	accompanied by	en compagnie de	maS-Hūb bi	مصحوب بـ	Acompañado de	refakat eden		همراه با ، با خدمت		Onder begeleiding van	তার সাথে ছিল		i/e shoqëruar nga	u pratnji (nekoga)	са неким/у нечијој пратњи	в сопровождении кого-либо	accompagnato da	însoțit de				åtföljd av	D: Ledsaget af				v sprievode (s)	kíséretében	acompanhado(a) por	sinodeuome apo	συνοδεύομαι από		doprovázen		wraz z	v spremstvu	kasama ng / kasama ni			во придружба 	
Die Begleitung	company	la compagnie	murāfiqūn	مرافقون	Acompañamiento/compañía	refakatçi		شرکت		De begeleiding	কোম্পানি		shoqërim	pratnja	пратња	сопровождение	accompagnamento	compania				sällskap	D: Selskab	seura			sprievod	kíséret	acompanhamento	eteria	εταιρεία		společnost		towarzystwo/ współtowarzysze	spremstvo	kumpanya			придружба	
Sexuelle Belästigung	sexual harassment	le harcèlement sexuel	at-taHarrush aj-jinsi	التحرّش الجنسي	Acoso sexual	cinsel taciz		آزار و اذیت جنسی		Seksuele intimidatie	যৌন নির্যাতন 		ngacmim seksual	seksualno uznemiravanje	сексуално узнемиравање	сексуальное домогательство	molestie sessuali (essere vittima di)	hărțuire sexuală				sexuellt ofredande	D: Sexchikane	seksuaalinen häirintä			sexuálne obťažovanie	szexuális zaklatás	assédio sexual	sexoualiki parenohlisi	σεξουαλική παρενόχληση		sexuální obtěžování		molestowanie seksualne	spolno nadlegovanje	sekswal na panliligalig			скексуално вознемирување	
Die Beglaubigung	certification	la certification / la légalisation	taSdīq / muSaddaqa	تصديق / مصدقة	Acreditación	belgelemek		صدور گواهینامه		beëdiging	সার্টিফিকেট দেওয়া	سرٹیفیکیشن	vërtetim	ovjera		заверение/засвидетельствование	attestato	certificat 				intyg	D: Bekræftelse				potvrdenie	hitelesítés	certificação	Pistopiisi	πιστοποίηση		potvrzení		certyfikat	overitev	sertipikasyon			уверение	
Die Nationalität und Identität beglaubigen	to certify nationality and identity	attester // certifier la nationalité et l'identité	ithbātu'j-jinsiyya w'al-huwwiyya	إثبات الجنسية والهوية	Acretidar la nacionalidad y la identidad	vatandaşlık ve kimliği belgelemek		تایید گواهی ملیت و هویت		nationaliteit en identiteit bewijzen/attesteren	জাতীয়তা এবং পরিচয়ের সার্টিফিকেট দেওয়া		të vërtetosh kombësinë dhe identitetin	potvrditi državljanstvo i identitet	потврдити националност и идентитет	удостоверять национальность и личность	certificato di cittadinanza/documento d'identità	a proba naționalitatea și identitatea				intyga nationalitet och identitet	D: Bekræftelse af nationalitet og identitet	todistaa kansalaisuus ja identiteetti			overenie štátnej príslušnosti a totožnosti	igazolni az állampolgárságát és személyazonosságát	fazer o reconhecimento da nacionalidade e da identidade	pistopiisi ethnikotitas kai taftotitas	Πιστοποίηση εθνικότητας και ταυτότητας		povrzení o národnosti a narození		przedłożyć zaświadczenie o kraju pochodzenia i tożsamości 	overitev narodnosti in identitete	pagpatunay ng nasyonalidad at identidad			да се потврди државјанство и идентитет	
Die Geburtsurkunde	birth certificate 	l'acte de naissance	wathīqat wilāda / shahādat wilāda	وثيقة/شهادة ولادة 	Acta de nacimiento, certificado de nacimiento	doğum belgesi		گواهی تولد		De geboorteakte	জন্ম নিবন্ধন সার্টিফিকেট	پیدائش نامہ	certifikata e lindjes	rodni list	родни лист	свидетельство о рождении	certificato di nascita	certificat de naștere				födelsebevis / personbevis	D: Fødselsattest	syntymätodistus			rodný list	születési anyakönyvi kivonat	certidão de nascimento	pistopiitiko yenisis	πιστοποιητικό γέννησης		rodný list / 		akt urodzenia	rojstni list	sertipiko ng kapanganakan			породилен лист	
Beruf	profession	la profession	al-mihna	المهنة	Actividad profesional	meslek		حرفه		beroep	পেশা	پیشے	profesioni	zanimanje	занимање	профессия	professione	profesie				yrke	D: Profession	ammatti	vinna		povolanie	foglalkozás	profissão	epaggelma	επάγγελμα		profese / povolání		zawód	poklic	propesiyon			професија	
Illegale Handlungen	illegal activity	les activités illégales	nashāT ghayr qānūni	نشاط غير قانوني	Actividades ilegales	yasadışı fiil		فعالیت های غیر قانونی		illegale handelingen	বেআইনি কাজ	غیر قانونی سرگرمی	veprime të paligjshme	nezakonite radnje	илегалне активности	незаконная деятельность	attività illecite	activitate ilegală				olaglig handling	D: Illegal aktivitet	laiton toiminta			protiprávne konanie	illegális cselekmények	acto ilegal	paranomi praksi / paranomia	παράνομη πράξη / παρανομία		protiprávní čin		czyn zabroniony	nezakonito dejanje	ilegal na aktibidad			илегални активности	
Gerichtsverfahren	court proceedings	la procédure judiciaire	ijrā’āt qaDā'iyya / usūl al-muHākama (al-ijrā’āt al-mistariyya -Maghreb use)	إجراءات قضائية / أصول المحاكمة (الإجراءات المسطرية -المغرب)	Procedimientos legales	mahkeme davası		دادرسی دادگاه		gerechtelijke procedures	কোর্টের কাজকর্ম। 		procedim gjyqësor	sudski postupak	судски поступак	судебный процесс	procedimenti giudiziali	proceduri judiciare				domstolsförhandling	D: Retsproces	oikeudenkäynti, prosessi			súdny proces	bírósági eljárás	processo judicial	diadikasia enopion dikastirion 	διαδικασία ενώπιον Δικαστηρίων		soudní proces		proces	sodni postopek (sg.)/postopki (pl.)	paglilitis sa hukuman			судски процес	
Deportation/Abschiebung	deportation	la déportation	tarHīl	ترحيل	Deportación	sürgün/sınır dışı edilme		اخراج (از کشور)		deportatie	দেশত্যাগের নির্দেশ দেওয়া	ملک بدری	deportim	protjerivanje/deportacija	протеривање/депортација	депортация/изгнание	deportazione/espulsione	deportare				avvisning / utvisning	D: Udvisning/deportation	karkotus, pakkosiirto 			deportácia	kitoloncolás	deportação	apelasi	απέλαση	deportare	vyhoštění		deportacja	deportacija	deportasyon			депортација	
Migration	migration	la migration	hijra	هجرة	Migración	göç		مهاجرت		migratie	অভিবাসন 	منتقلی	migrimi	migracija 	миграција	миграция	migrazione	migrație				migration	D: Migration				migrácia	bevándorlás	imigração	metanasteusi	μετανάστευση	migrație	migrace		migracja	migracija	pandarayuhan			миграција	
rechtmäßig	legal	légal(e)	qānūni	قانوني	Legal	yasal		قانونی		legaal	আইনি ভাবে	قانونی	ligjore	zakonit	легалан	законный	legale/legalmente	legal				laglig	D: Lovlig	 laillinen, lainmukainen			legálny	jogszerű/legális	legal	nomimos	νόμιμος	legal	legální		legalny	zakonit	legal			легален / законит	
rechtswidrig	Illegal	illégal(e)	ghayr qānūni	غير قانوني	Ilegal	yasadışı		غیر قانونی		illegaal	বেআইনি ভাবে	غیر قانونی	e paligjshme	nezakonit	илегалан	незаконный	illegale/illegalmente	ilegal				olaglig	D: Ulovlig	laiton, lainvastainen 			nelegálny	jogellenes/illegális	ilegal	paranomos	παράνομος	ilegal	nelegální		nielegalny	nezakonit 	illegal			илегален / незаконит	
Anschuldigung	accusation	l'accusation	ittihām	اتهام	Acusación	suçlama/isnat edilen suç		اتهام		beschuldiging	অভিযোগ	الزام	akuzim	optužba	оптужба	обвинение	accusa	acuză/ invinuire				anklagelse / beskyllning	D: Anklage	syytös			obvinenie	vád	acusação	katigoria	κατηγορία		obvinění / obžaloba		oskarżenia / pomówienia	obtožba	akusasiyon			обвинение	
Deutschland	Germany	Allemagne	Almānya	ألمانيا	Alemania	Almanya		آلمان		Duitsland	জার্মানি	 جرمنی	Gjermania	Njemačka	Немачка	Германия	Germania	Germania				Tyskland	D: Tyskland	Saksa	Þýskaland		Nemecko	Németország	Alemanha	Yermania	Γερμανία	Germania	Německo		Niemcy	Nemčija	Alemanya			Германија	
Beide Parteien	both parties	les deux parties	kull min'aT-Tarafayn	كل من الطرفين	Ambas partes	her iki taraf		هر دو طرف		beide partijen	দুই পক্ষ	دونوں جماعتوں	të dy palët	obje stranke	обе странке	обе стороны	entrambe le parti	ambele părți				bägge parter / båda parter	D: Begge parter	molemmat osapuolet			obe strany	mindkét fél	ambas as partes	kai ta dio meri	και τα δύο μέργ		obě strany		obie strony	obe strani	parehong partido			двете страни	
Zugelassener geografischer Geltungsbereich	approved territorial scope of application	une zone géographique autorisée	minTaqa jughrāfiyya murakhkhason al-‘amal biha	منطقة جغرافية مرخص العمل بها	Ámbito geográfico autorizado			منطقه جغرافیایی تایید شده		?	ভৌগলিক অঞ্চলের সার্টিফিকেট  	دھمکی دینے	pranimi i hapsires territoriale te aplikacionit	dopušteno geografsko područje		допустимая (географическая) сфера действия	ambito geografico autorizzato	arie geografică certificată				n/a					potvrdená geografická príslušnosť	engedélyezett földrajzi alkalmazási terület	âmbito de aplicação geográfica	egekrimeno topiko pedio efarmogis tis etisis 	εγκεκριμενο τοπικό πεδίο εφαρμογής της αίτησης		potvrzená místní příslušnost		zatwierdzona przynależność geograficzna	dovoljeno geografsko področje veljave	naaprubahang teritoryal na saklaw ng aplikasyon			дозволено територијално поле од апликацијата	
bedrohen	to threaten	menacer	yuhaddid / tahdīd	يهدد / تهديد	Amenazar	tehdit etmek		تهدید شدن		Bedreigen	হুমকি দেওয়া		të kërcënosh 	prijetiti	угрозити	угрожать	minacciare	a amenința				att hota	D: True	uhata, uhkailla 			vyhrážať sa, hroziť	fenyeget	ameaçar	apilo	απειλώ	a amenința	hrozit		grozić	groziti	pagbanta			заканува	
Strafregister/Vorstrafen	criminal records	le casier judiciaire	sawābiq ‘adliyya / sawābiq jinā’iyya	سوابق عدلية / جنائية	Antecedentes penales	sabıka kaydı		سوابق جنایی		Strafblad	অপরাধের তালিকা	مخرمانہ ریکارڈ	të dhëna penale/gjendja gjyqësore	kaznena evidencija		судимость	precedenti penali	antecedente penale/ cazier judiciar?				belastningsregister	D: Straffeattest	rikosrekisteri			register trestov	bűnügyi nyilvántartás	registo criminal	piniko mitroo	ποινικό μητρώο		trestní rejstřík / trestní záznam		rejestr karny 	kazenska evidenca	kriminal na mga talaan			казнена евиденција	
staatenlos	stateless	l'apatride	‘adīmū'j-jinsiyya	عديمو الجنسية	Apátridas	vatansız		بی وطن		Staatloos	রাষ্ট্রহীন 		pa shtetësi	apatrid (osoba bez državljanstva)	без држављанства	не имеющий(ая) гражданства	apolide	apatrid				statslös	D: Statsløs	kansalaisuudeton			bez štátnej príslušnosti	hontalan	apátrida	apatris	άπατρις	apatrid	člověk bez státní příslušnosti / bezdomovec		apatryda / bezpaństwowiec	oseba brez državljanstva/apatrid	walang bayan			бездржавен	
Berufungsverfahren	appeal proceedings	l'appel	ijrā’ātu'l-isti’nāf	إجراءات الاستئناف	Apelación judicial	temyiz		درخواست دادرسی		Appèl; Hoger beroep	আপীলের কার্যক্রম	 	procedim ankimor	žalbeni postupak		апелляционное производство	processo di appello	proceduri de apel				Överklagandeprocess / överklagandeförfarande	D: Appelproces				odvolacie konanie	szakmai tapasztalat	impugnação judicial	diadikasia efesis 	διαδικασία έφεσης		odvolání		procedura apelacyjna	pritožbeni postopek	paglilitis ng apila			жалбена постапка	
Aufschiebung/Verlaengerung	postponement/extension	la prorogation	ta’jīl / tamdīd	تأجيل / تمديد	Aplazamiento	uzatma		به تعویق افتادن / طولانی شدن		Uitbreiding	সময় বাড়ানো		shtyrje/zgjatje	odgoda/produženje		отсрочка	rinvio/estensione	amânare				uppskjutande / senareläggande 	D: Udsættelse/forlængelse	lykkäys 			predĺženie	meghosszabítás	Prorrogação/extensão 	anavoli/paratasi	αναβολή/παράταση		prodloužení / prolongace		przedłużenie/prolongata	podaljšanje	ekstensiyon/pagpapahaba			продолжение	
Verwurzelung	rootedness	prendre raçine	tajadhdhur	تجذُّر	Arraigo			ریشه					ngulitje me rrënjë	puštanje korijenja		кровная связь/родство	senso di appartenenza	sentiment de apartenență				förankring					pocit spolupatričnosti	Fogadó ország társadalmába való beágyazottság	enraizamento / sentimento de pertença	exo rizes	έχω ρίζες		pocit sounáležitosti		poczucie przynależności	zakoreninjenost/obstoječi stiki	pagkakaugatan			пуштање на корени / вкоренување	
Verhaftung	arrest	l'arrestation	tawqīf / ilqā’u'l-qabdi ‘ala	توقيف / إلقاء القبض على 	Arresto	tutuklama		دستگیری		Arrestatie	গ্রেফতার	گرفتار	arrestim	uhićenje	хапшење	арест	arresto	arest/ detenție				häkta (verb) / häkte (location)	D: Fængsling/anholdelse	pidättää, vangita			zatknutie	letartóztat	detenção / prisão	silipsi	σύλληψη		vazba		areszt	aretacija	aresto			приведување	
Artikel	article	l'article	band / mādda	بند / مادة	Artículo	madde		مقاله		Artikel	আর্টিকেল		nen	članak	чланак	статья	articolo	articol				artikel	D: Artikel	artikkeli			článok	cikk	artigo	arthro	άρθρο		článek		artykuł	člen	artikulo			статија	
Verfolgung	persecution	la persécution	mulāHaqa	ملاحقة	Persecución	zulüm		آزار و اذیت		Vervolging	নির্যাতন	ظلم و ستم	persekutim/përndjekje	progon		преследование	persecuzione	persecuție				förföljelse	D: Forfølgelse	vainoaminen			prenasledovanie	üldöztetés	perseguição 	katadioksi	καταδίωξη		pronásledování		prześladowanie	preganjanje	pag-uusig			прогон	
Flüchtlingskonvention	the refugee convention / Geneva Convention	la Convention de 1951 relative au statut des réfugiés	ittifāqiyyatu Genève li'l-lāji’īn	اتفاقية جنيف للاجئين	Convención de los refugiados/Convención de Ginebra	Mülteci konvansiyonu/ Cenevre konvansiyonu		کنوانسیون پناهندگان / کنوانسیون ژنو		Het Vluchtenlingenverdrag	জেনেভা কনভেনশন		Konventa e statusit të refugjatëve / Konventa e Gjenevës	Konvencija o statusu izbjeglica/Ženevska konvencija		Конвенции ООН о статусе беженцев	Convenzione sui rifugiati (http://tinyurl.com/pnu53k7)	Convenția asupra refugiaților/ Convenția de la Geneva				flyktingkonventionen	D: Flygtningekonventionen	Geneven sopimus			dohovor o právnom postavení utečencov	Menekültügyi Egyezmény (1951-es Genfi egyezmény)	Convenção de Genebra (relativa ao estatuto dos refugiados)	i simvasi twn prosfigon/Simvasi ths Yeneuis	η σύμβαση των προσφύγων/ Σύμβαση της Γενεύης		Ženevské úmluvy (úmluva k statusu uprchlíka)		konwencja dotycząca statusu uchodźców	konvencija o statusu beguncev/Ženevska konvencija	kombensyon ng mga refugee / Kombensyon ng Geneva			Конвенција за статусот на бегалци / Женевска конвенција за бегалци	
Richtlinie / Anordnung	directive	la directive	tawjīh	توجيه	Directiva	direktif/yönetmelik		رهنمود		Richtlijn	নির্দেশনা		direktiva	direktiva	директива	директива/предписание	Direttiva/Disposizione	directivă				direktiv	D: Direktiv	direktiivi			smernica	irányelv	diretiva	odigia	οδηγία		Nařízení		dyrektywa	direktiva	kautusan			директива	
besondere soziale Gruppe	particular social group	groupe social spécifique	majmū‘a ijtimā‘iyya muHaddada	مجموعة اجتماعية محددة	Grupo social especial	belli bir sosyal grup		گروه اجتماعی خاص		bepaalde sociale groep	বিশেষ সামাজিক দল 		grup i caktuar social	određena društvena skupina		определенная социальная группа	gruppi sociali speciali	grup social special				viss samhällsgrupp	D: Bestemt samfundsgruppe	sosiaaliryhmä 			osobitná sociálna skupina	Meghatározott társadalmi csoport	um grupo social em particular	sigekrimeni kinoniki omada	συγκεκριμένη κοινωνική ομάδα		sociální skupina		grupa społeczna	posebne družbene skupine	partikular na panglipunang grupo			определена општествена група	
Rasse, Ethnie	race, ethnic group	la race / l'éthnie	‘irq / majmū‘a ithniyya	عرق / مجموعة إثنية	Raza	ırk		گروه نژادی، قومی		Ras	নৃতাত্ত্বিক বৈশিষ্ট্য 		grup racor, etnik	rasa, etnička skupina	етничка припадност	раса, этническая группа	razza	rasă, grup etnic				ras / etnicitet, etnisk grupp	D: Race, etnicitet	rotu, etninen ryhmä			rasa	Faj	raça	fili, ethnotita	φυλή, εθνότητα		rasa		rasa	rasa	lahi			раса, етничка група	
politische Meinung	political opinion	l'opinion politique	ārā’ siyāsiyya	آراء سياسية	Opinión política	siyasi görüş		عقیده سیاسی		Politieke opinie	রাজনৈতিক মতামত 		opinion politik	političko mišljenje	политичко мишљење	политические убеждения	opinione politica	opinie politică				politisk åsikt	D: Politisk overbevisning	poliittinen mielipide			politické presvedčenie	politikai nézet	opinião politica	politiki apopsi/gnomi	πολιτική άποψη/γνώμη		politické názory		poglądy polityczne	politično mnenje	opinyong pulitikal			политичко мнение	
Abschiebung	deportation	la reconduite	tarHīl	ترحيل	Deportación	sınırdışı etme 		اخراج		uitwijzing	দেশ থেকে বের করে দেওয়া		deportim	protjerivanje/vraćanje azilanta u zemlju podrijetla	враћање азиланта у земљу порекла	депортация	deportazione	deportare				avvisning / utvisning	D: Udvisning/deportation	karkotus, pakkosiirto			odsun	deportálás	deportação 	apelasi	απέλαση		vyhoštění		deportacja	deportacija	deportasyon			депортација	
Einspruch; Revision	appeal	le recours	isti’nāf / Ta‘n	استئناف / طعن	Apelación	temyiz		دادرسی		Appèl; Hoger beroep	আপীল	اپیل	apel / apelim	žalba	жалба	пересмотр/обжалование	appello	apel/ recurs				överklagande	D: Appel/anke	pyyntö			odvolanie	fellebezés	recurso / apelação	enstasi/efesi	ένσταση/έφεση		odvolání		apelacja	pritožba	apila			жалба	
Furcht; Angst	fear	la peur	khawf	خوف	Miedo	korku		ترس		Angst	ভয়	خوف	frikë	strah	страх	страх	paura	frică				rädsla	D: Frygt	Pelko			strach	félelem	medo / receio (less strong)	fovos	φόβος 		strach		strach	strah	takot			страв	
begründet; stichhaltig	well-founded	fondé	mubarrar	مبرر	Fundado/fundada	haklı sebep		مستدل		Gegrond(e)	সুপ্রতিষ্ঠিত		i/e bazuar	osnovan		обоснованный/веский	ben fondato/a	bine fondat/ă				välgrundad / välgrundat / välgrundade	D: Velbegrundet	perusteltu, aiheellinen 			opodstatnený	kellően megalapozott/indokolt	justificado; fundamentado; consistente	kala themeliomenos	καλά θεμελιωμένος		opodstatněný		uzasadniony	utemeljen; trden	may basehan			основан	
wegen ...	on account of	en raison de	bima annahu	بما أنه	debido a	... dolayı		در حساب از		Op grond van	এর কারণে		për arsye të 	zbog (nečega)	због нечега	из-за чего-либо	a nome di	în numele				med anledning av / på grund av	D: På grund af	jnk takia, jnk vuoksi			kvôli	miatt	por causa de/ em razão de	gia logariasmo	για λογαριασμό		kvůli		z powodu	zaradi	dahil sa			поради (нешто)	
sexuelle Orientierung	sexual orientation	l'orientation sexuelle	al-maylu'j-jinsiy	الميل الجنسي	Orientación sexual	Cinsel yönelim		گرایش جنسی		Seksuele geaardheid	লৈঙ্গিক অবস্থান	جنسی رجحان	orientim seksual	spolna orijentacija	сексуална ориентација	сексуальная ориентация	orientamento sessuale	orientare sexuală				sexuell läggning	D: Seksuel orientering	Seksuaalinen suuntautuminen			sexuálna orientáca	szexuális beállítottság	orientação sexual	sexualikos prosanatolismos	σεξουαλικός προσανατολισμός		sexuální orientace		orientacja seksualna	spolna orientacija	Oryentasyong seksuwal			сексуална ориентација	
soziales Geschlecht; Gender	gender	le genre	al-jins / al-gender	الجنس / الجندر	Género	cinsiyet		جنس		Geslacht; sexe	লিঙ্গ	صنفی	gjini	rod	пол	пол/гендер	sesso	sex				kön	D: Køn	sukupuoli			pohlavie	nem	género	filo	φύλο		pohlaví		płeć	spol	kasarian			пол	
Frau	woman	la femme	imra’a	امرأة	Mujer	kadın		زن		Vrouw	মহিলা	عورت	femër	žena	жена	женщина	donna	femeie				kvinna	D: Kvinde	nainen	kona		žena	nő	mulher	gyneka	γυναίκα		žena		kobieta 	ženska	babae			жена	
Kriegsverbrechen	war crimes	le crime de guerre	jarā’imu Harb	جرائم حرب	Crimen de guerra	savaş suçu		جنایات جنگی		Oorlogsmisdaad	যুদ্ধাপরাধ		krime lufte	ratni zločin	ратни злочини	военное преступление	crimine di guerra	crime de război				krigsbrott	D: Krigsforbrydelser	Sotarikos			vojnový zločin	háborús bűncselekmény	crime de guerra	eglima polemou	έγκλημα πολέμου		válečný zločin		zbrodnia wojenna	vojni zlocin	mga krimeng pangdigma			воено злосторство	
Verbrechen gegen die Menschlichkeit	crimes against humanity	le crime contre l'humanité	jarā’im Did'al-insāniyya	جرائم ضد الانسانية	Crimen contra la humanidad	insanlığa karşı suç		جنایت علیه بشریت		Misdaad tegen de mensheid	মানবতার বিরুদ্ধে অপরাধ		krim kundër njerëzimit	zločin protiv čovječnosti	злочин против човечaнства	преступления против человечества	crimine contro l'umanità	crime împotriva umanității				brott mot mänskligheten	D: Forbrydelser imod menneskeheden	rikokset ihmisyyttä vastaan			Zločin proti ľudskosti 	emberiség elleni bűncselekmény	crime contra a humanidade	eglima kata tis anthropotitas	έγκλημα κατά της ανθρωπότητας		zločin proti lidskosti		zbrodnia przeciwko ludzkości	zločin proti človeštvu	mga krimen laban sa sangkatauhan			злосторство против човечност	
Genozid	genocide	le génocide	al-ibādatu'l-‘irqiyya	الإبادة العرقية	Genocidio	soykırım		قتل عام		Genocide	গণহত্যা	نسل کشی	gjenocid	genocid	геноцид	геноцид	genocidio	genocid				folkmord	D: Folkemord	kansanmurha			genocída	népírtás	genocídio	genoktonia	γενοκτονία		genocida		ludobójstwo 	genocid	pagpatay ng lahi			геноцид	
Gewalt	violence	la violence	‘unf	عنف	Violencia	şiddet		خشونت		Geweld	সন্ত্রাস	تشدد	dhunë	nasilje	насиље	насилие	violenza	violență				våld	D: Vold	väkivalta			násilie	erőszak	violência	via	βία		násilí		przemoc 	nasilje	karahasan			насилство	
Mann	man 	l'homme	rajul	رجل	Hombre	adam/erkek		مرد		Man	পুরুষ	آدمی	mashkull	muškarac	мушкарац	мужчина	uomo	bărbat/ om				man	D: Mand	mies	maður		muž	férfi	homem	andras	άνδρας		muž		mężczyzna 	moški	lalake			маж	
Abschiebung; Zurückweisung	expulsion/refoulement	l'éloignement / le refoulement	al-i‘ādatu'l-qasriyya	الإعادة القسرية	Devolución	geri gönderme		اخراج / اجبار		terugwijzing	শরণার্থীকে ফেরত পাঠানো		debim	vraćanje azilanta u zemlju podrijetla	враћање азиланта у земљу порекла	высылка/отказ	refoulement / respingimento	expulzare				refoulement / avvisning / utvisning	D: Udvisning/fordrivelse	[maasta]karkotus			protiprávne vyhostenie/ vykázanie späť 	Visszaküldés/visszairányítás	refoulement	epanapro-othisi	επαναπροώθηση		protiprávní vyhoštění/ vykázání zpět		zawrócenie (z granicy)	izgon;zavrnitev	pagtalsik			протерување	
Recht	right/law	le droit	Haqq / qanūn, Huqūq	حق / قانون، حقوق	Derecho	hak		حق / قانون		Recht	ডান দিকে	حق	e drejta/ligji	pravo	право	право	diritto	drept				rättighet	D: Rettighed/lov	oikeus	réttur		právo/nárok	jog	direito	dikaioma	δικαίωμα		právo/nárok		prawo	pravica	karapatan/batas			право	
Menschenrecht	human right	les droits de l'homme	Haqq min Huqūq'al-insān	حق من حقوق الانسان	Derechos humanos	insan hakkı		حق انسان		Mensenrecht	মানবাধিকার	انسانی حقوق	e drejtë njerëzore	ljudsko pravo	људско право	правa человекa	diritti umani / diritti dell'uomo	drept uman/ drepturile omului				mänsklig rättighet	D: Menneskeret	ihmisoikeus	mannréttindi		ľudské právo	emberi jog	Direitos Humanos	anthropino dikaioma	ανθρώπινο δικαίωμα		lidské právo		prawo człowieka	človekove pravice	karapatang pantao			човекови права	
Leben	life	la vie	Hayāt	حياة	Vida	hayat		زندگی		Leven	জীবন	زندگی	jetë	život	живот	жизнь	vita	viață				liv	D: Liv	elämä	líf		život	élet	vida	zoi	ζωή		život		życie 	življenje	buhay			живот	
Freiheit	freedom 	la liberté	Hurriya	حرية	Libertad	özgürlük		آزادی		Vrijheid	স্বাধীনতা	آزادی	liri	sloboda	слобода	свобода	libertà	libertate				frihet	D: Frihed	vapaus			sloboda	szabadság	liberdade	eleftheria	ελευθερία		svoboda		wolność 	svoboda	kalayaan			слобода	
bedroht	threatened	menacé / en danger	muhaddad	مهدد	amenazado/a	tehdit altında		تهدیدشده		Bedreigd	হুমকি প্রাপ্ত		i/e kercenuar	ugrožen (m) /ugrožena (f)	угрожен/а	под угрозой	minacciato/a	amenințat				hotad	D: Truet	uhattu			ohrozený	fenyegetett	ameaçado	apiloumenos	απειλούμενος		ohrožený		zagrożony	ogrožen (m)/ogrožena (f)	pinagbantaan			загрозен (м) / загрозена (f)	
Folter	torture	la torture	ta‘dhīb	تعذيب	Tortura	işkence		شکنجه		Marteling	নির্যাতন		torturë	mučenje	мучење	пытки	tortura	tortură				tortyr	D: Tortur	kidutus	pynting		mučenie	kínzás	tortura	vasanistirio	βασανιστήριο		mučení		tortury 	mučenje	pagpapahirap			мачење	
Gericht	court	le tribunal	maHkama	محكمة	Tribunal	mahkeme		دادگاه		rechtbank	কোর্ট	عدالت	gjykatë	sud	суд	суд	tribunale	tribunal				domstol	D: Retten/domstol	Tuomioistuin	réttur		súd	bíróság	tribunal	dikastirio	δικαστήριο		soud		sąd	sodišče	Hukuman/Korte			суд	
